phase,feature,rule,market,disc_n,disc_roi,disc_z,val_n,val_roi,val_excess,val_z
all,h_l10_oum,h_l10_oum <= -4.5,tt_home_under,215,7.5696490705013275,2.1159854,416,-10.456978529691696,-4.470418766140938,-0.95992905
mid,h_d3_win,h_d3_win <= -0.24,fg_spread_fav,181,12.867671251296997,2.0728276,167,-15.360359847545624,-7.092707604169846,-0.9606646
stretch,st_d_playin_edge,st_d_playin_edge > 0,tt_away_over,279,7.994891703128815,2.1347213,566,-6.386616080999374,-3.8403451442718506,-0.96238554
gp25,d_l5_win,d_l5_win >= 0.4,tt_away_over,139,16.63237065076828,2.3093133,324,-8.577442914247513,-5.100826919078827,-0.9668988
veryLate,open_total_move,open_total_move < 0,tt_home_over,126,13.901756703853607,2.2048187,217,-2.522885426878929,-6.227139011025429,-0.9695491
gp25,d_l10_own,d_l10_own <= -6.6,fg_ml_home,351,5.7066697627305984,2.0495815,337,-13.8710156083107,-5.453813076019287,-0.9760585
gp25,d_l3_gtot,d_l3_gtot > 0,fg_spread_fav,846,2.9028628021478653,2.0163367,812,-6.904169172048569,-3.277449682354927,-0.9783265
gp50,h_l5_over,h_l5_over == 0.8,fg_ml_home,153,9.544530510902405,2.121735,154,-19.303442537784576,-7.586004585027695,-0.9810861
late,a_l5_h1m,a_l5_h1m >= 4.6,fg_spread_fav,122,18.917709589004517,2.606763,138,-15.63483476638794,-7.988264411687851,-0.9835175
gp50,h_d5_over,h_d5_over >= 0.1634,fg_ml_home,201,9.106236696243286,2.3746552,215,-18.15643161535263,-6.438993662595749,-0.9839451
gp25,a_d5_over,a_d5_over >= 0.1189,fg_total_over,521,2.9672272503376007,2.0204098,500,-6.836880743503571,-4.204040765762329,-0.9850753
gp50,a_d5_h1m,a_d5_h1m >= 3.575,fg_ml_fav,200,6.496702879667282,2.143443,229,-3.439795970916748,-4.073045775294304,-0.98817533
gp25,d_s2d_over,d_s2d_over >= 0.06601,h1_total_over,184,9.84809324145317,2.2563071,426,-8.265221863985062,-4.5711856335401535,-0.9895689
stretch,st_d_rank,st_d_rank > 0,tt_away_under,293,4.34844009578228,2.1382167,525,-11.597776412963867,-4.106269031763077,-0.989575
gp25,h_l10_gtot_vs_line,h_l10_gtot_vs_line <= -6.38,h1_spread_dog,193,8.767103403806686,2.0260496,356,-7.158850133419037,-5.013692378997803,-0.9904732
postdl,a_l10_atsm,a_l10_atsm >= 3.5,fg_spread_fav,176,18.248166143894196,2.7400634,213,-5.006222799420357,-6.486839056015015,-0.9937461
stretch,st_d_gb_1,st_d_gb_1 < 0,tt_away_over,282,8.814942091703415,2.2924097,545,-6.590932607650757,-4.044661670923233,-0.994606
all,h_d3_gtot,h_d3_gtot <= -8.935,h1_spread_away,278,8.317703753709793,2.3801308,461,-7.604863494634628,-4.431501403450966,-0.99631274
stretch,open_total_point,open_total_point >= 235.7,fg_total_under,228,12.212028354406357,2.1439893,211,-16.73182249069214,-6.555494666099548,-0.99917203
gp50,h_s2d_gtot,h_s2d_gtot >= 234.7,fg_ml_dog,200,21.79509699344635,2.2066932,171,-33.9661568403244,-11.297805607318878,-1.0002041
all,d_s2d_own,d_s2d_own <= -7.327,fg_total_under,229,10.87733507156372,2.4880118,265,-12.815792858600616,-5.882565677165985,-1.0033398
gp25,h_d3_gtot,h_d3_gtot < 0,fg_ml_dog,867,8.892516046762466,2.1520402,870,-12.780629098415375,-5.352012813091278,-1.0133288
gp25,h_l3_over,h_l3_over == 0.333333,fg_ml_dog,670,10.161656886339188,2.098583,672,-13.525813817977905,-6.097197532653809,-1.0145853
all,a_s2d_h1m,a_s2d_h1m <= -1.385,fg_total_over,696,3.1403113156557083,2.0479498,868,-5.430879071354866,-3.286665678024292,-1.0147959
mid,a_l10_cover,a_l10_cover >= 0.7,fg_ml_home,141,19.47508007287979,2.5099754,143,-14.187602698802948,-9.37047004699707,-1.0181576
stretch,st_d_l10,st_d_l10 >= 0.2,tt_away_over,130,14.553959667682648,2.2513552,266,-8.489968627691269,-5.943697690963745,-1.0210998
stretch,h_d3_over,h_d3_over <= -0.2079,fg_total_under,228,12.201091647148132,2.1422582,229,-16.622555255889893,-6.446227431297302,-1.0235686
stretch,h2h_prev_cover_h,h2h_prev_cover_h == 1,fg_ml_away,499,13.881474733352661,2.0349822,492,-11.988351494073868,-6.176947057247162,-1.0259513
stretch,st_d_l10,st_d_l10 > 0,fg_ml_away,485,13.84306252002716,2.000221,478,-12.116388976573944,-6.304984539747238,-1.0322105
gp25,open_total_point,open_total_point <= 217.5,fg_total_over,182,13.293632864952087,2.6536012,166,-10.283070057630539,-7.6502300798892975,-1.0328709
veryLate,d_l10_oum,d_l10_oum >= 4.1,fg_spread_fav,148,16.11657738685608,2.144787,124,-3.0167706310749054,-8.819721639156342,-1.0348914
all,d_l5_oum,d_l5_oum <= -6.4,fg_total_under,628,3.9664164185523987,2.3058255,653,-10.810071229934692,-3.876844048500061,-1.0379902
gp25,d_s2d_atsm,d_s2d_atsm <= -3.77,fg_spread_home,170,12.317176908254623,2.5828598,163,-10.907230526208878,-7.769268751144409,-1.0387518
all,h_s2d_win,h_s2d_win <= 0.4483,fg_spread_away,701,3.775036334991455,2.3247278,806,-9.257930517196655,-3.5146046429872513,-1.044804
late,a_d5_h1m,a_d5_h1m >= 2.168,fg_spread_fav,181,10.739854723215103,2.022378,197,-14.754274487495422,-7.107704132795334,-1.0455687
all,a_d5_win,a_d5_win >= 0.2545,fg_total_under,228,13.875599205493927,2.9568596,219,-13.679134845733643,-6.745907664299011,-1.0459738
veryLate,h_l3_gtot,h_l3_gtot >= 233.7,fg_ml_fav,158,6.92015215754509,2.065772,179,-4.856381192803383,-4.754520580172539,-1.0468273
all,a_l10_h1t,a_l10_h1t <= 108.3,fg_total_over,216,10.483698546886444,2.2714994,218,-8.925773203372955,-6.781560182571411,-1.0493519
mid,d_l3_h1t,d_l3_h1t >= 8.333,fg_ml_fav,182,10.358874499797821,2.2970915,198,-12.696464359760284,-5.202698707580566,-1.0504811
stretch,st_d_l10,st_d_l10 < 0,fg_spread_fav,501,6.315245479345322,2.0120678,481,-6.320153921842575,-4.57463338971138,-1.0514258
stretch,d_l10_win,d_l10_win >= 0.2,tt_away_over,188,11.184241622686386,2.2167342,353,-7.8808993101119995,-5.334628373384476,-1.0557525
stretch,d_l10_win,d_l10_win < 0,tt_away_under,253,4.502231627702713,2.0128345,479,-12.092795968055725,-4.601288586854935,-1.0591779
stretch,h_s2d_cover,h_s2d_cover <= 0.443,fg_ml_home,231,14.947783946990967,3.156171,271,-17.37048625946045,-6.339673697948456,-1.0599803
gp25,st_a_gb_10,st_a_gb_10 <= -7.5,fg_ml_home,382,5.748718231916428,2.1459417,459,-13.503497838973999,-5.086295306682587,-1.0623524
postdl,h_d5_over,h_d5_over >= 0.1784,fg_ml_home,176,10.540395230054855,2.207776,203,-17.68411695957184,-7.277709990739822,-1.0659062
gp50,a_l10_atsm,a_l10_atsm >= 3.45,fg_spread_fav,199,14.17471319437027,2.2788012,218,-4.557789862155914,-6.889671087265015,-1.068436
postdl,h_streak_ou,h_streak_ou >= 2,fg_total_over,216,7.822699099779129,2.0739746,240,-6.136360019445419,-6.577075272798538,-1.0688411
early,rt_imp_margin,rt_imp_margin <= 1.268,fg_spread_home,122,14.350606501102448,2.0329788,201,-6.889832019805908,-7.196240127086639,-1.0696464
all,st_a_gb_1,st_a_gb_1 <= 0.5,fg_ml_home,272,10.447996854782104,2.3369913,199,-14.710503816604614,-7.850758731365204,-1.0742946
stretch,t4_total_point,t4_total_point <= 223,fg_total_over,347,5.082676187157631,2.505426,297,-4.844173043966293,-5.945343151688576,-1.0752674
early,h_d3_cover,h_d3_cover < 0,fg_spread_away,152,10.591167956590652,2.1099038,153,-17.59919971227646,-8.34253653883934,-1.0812845
all,a_l3_opp,a_l3_opp <= 104,fg_ml_home,258,10.239320993423462,2.2432904,241,-14.051313698291779,-7.191568613052368,-1.0829723
stretch,gbr_d,gbr_d > 0,tt_away_under,288,5.474747717380524,2.3224626,538,-11.941543966531754,-4.450036585330963,-1.0856165
all,st_a_win_pct,st_a_win_pct >= 0.64,fg_ml_home,499,6.417607516050339,2.285314,500,-11.865300685167313,-5.005555599927902,-1.0857316
all,st_a_l10,st_a_l10 >= 0.6,fg_ml_home,1081,3.3202629536390305,2.3682034,1038,-10.336041450500488,-3.476296365261078,-1.0864273
postdl,h_l10_atsm,h_l10_atsm <= -2.075,h1_spread_home,149,11.477740854024887,2.0172641,292,-9.209538996219635,-6.078153848648071,-1.0882976
late,a_s2d_gtot,a_s2d_gtot <= 224.4,fg_ml_away,125,22.066165506839752,2.0718083,147,-14.387926459312439,-12.203661352396011,-1.0912071
all,h_d5_opp,h_d5_opp >= 4.772,fg_spread_fav,462,7.0164307951927185,2.3927002,366,-10.771715641021729,-5.457521975040436,-1.0936755
postdl,d_l10_opp,d_l10_opp <= -6.9,fg_spread_dog,175,8.002513647079468,2.1667333,220,-17.5424724817276,-7.0390284061431885,-1.0951437
gp50,d_l10_cover,d_l10_cover <= -0.2,fg_ml_home,262,7.9605624079704285,2.5403469,231,-18.63730102777481,-6.919863075017929,-1.0960671
veryLate,a_s2d_h1t,a_s2d_h1t >= 116.8,fg_ml_dog,157,29.825222492218018,2.0118165,140,-37.276867032051086,-14.151239395141602,-1.098093
all,c_h1_total_point,c_h1_total_point <= 107,tt_home_over,127,13.822287321090698,2.407659,163,-12.401367723941803,-8.169327676296234,-1.0986747
late,a_adj_tempo_pts,a_adj_tempo_pts <= 224.3,fg_spread_away,183,13.682693243026733,2.181981,151,-15.232565999031067,-8.553504198789597,-1.100884
stretch,h_l5_over,h_l5_over >= 0.8,fg_ml_home,189,15.311238169670105,2.900416,197,-18.753929436206818,-7.723116874694824,-1.100961
all,a_l10_gtot_vs_line,a_l10_gtot_vs_line <= -9.92,fg_ml_home,218,12.27802112698555,2.356304,209,-14.723756909370422,-7.864011824131012,-1.1028146
all,c_h1_total_point,c_h1_total_point <= 107,fg_total_over,126,22.73726761341095,3.1758049,162,-10.427314788103104,-8.2831010222435,-1.1048766
gp25,d_s2d_own,d_s2d_own <= -6.709,fg_total_under,173,14.775893092155457,2.5327296,206,-13.804419338703156,-7.359123229980469,-1.1065391
postdl,rt_total_gap,rt_total_gap >= 233.1,tt_home_over,167,4.984977841377258,2.2052977,127,-10.024206340312958,-9.316930919885635,-1.1067368
gp50,h_l5_gtot_vs_line,h_l5_gtot_vs_line <= -7.5,fg_total_under,199,12.243035435676575,2.2945826,181,-17.725174129009247,-7.857728749513626,-1.1091123
gp50,a_d5_atsm,a_d5_atsm <= -2.864,fg_spread_dog,296,5.135167017579079,2.3407757,292,-17.559735476970673,-6.205824762582779,-1.1129798
late,h2h_prev_margin_h,h2h_prev_margin_h >= 6,fg_ml_away,173,18.4174045920372,2.06519,178,-13.540580868721008,-11.35631576180458,-1.1173929
all,a_d3_win,a_d3_win >= 0.3673,fg_total_under,233,8.154509216547012,2.0742352,233,-13.955117762088776,-7.021890580654144,-1.1230273
all,a_l3_own,a_l3_own <= 104.7,h1_total_under,143,18.760503828525543,2.9321156,274,-12.1256984770298,-6.4809828996658325,-1.1230966
gp50,a_d3_opp,a_d3_opp >= 5.309,fg_ml_away,200,23.03859293460846,2.1680908,252,-19.53471004962921,-9.191219508647919,-1.1262873
gp25,d_l5_win,d_l5_win < 0,fg_ml_home,685,2.668158896267414,2.1117182,661,-12.92322725057602,-4.506024718284607,-1.1294187
postdl,d_l10_atsm,d_l10_atsm > 0,h1_spread_away,215,10.02347469329834,2.3218849,463,-10.85975244641304,-5.024838447570801,-1.1321969
gp25,d_s2d_oum,d_s2d_oum <= -2.792,fg_total_under,346,7.041516900062561,2.0745656,365,-12.111944705247879,-5.666648596525192,-1.1341742
stretch,t60_total_point,t60_total_point <= 223,fg_total_over,347,3.432166203856468,2.1831672,298,-5.163487419486046,-6.264657527208328,-1.134924
stretch,h_s2d_atsm,h_s2d_atsm <= -1.063,fg_ml_home,343,5.459747463464737,2.2439957,293,-17.56085455417633,-6.530041992664337,-1.1352617
all,c_h1_total_point,c_h1_total_point <= 107,fg_spread_fav,125,14.58611786365509,2.1311657,164,-13.800424337387085,-8.486230671405792,-1.1383852
early,d_d3_margin,d_d3_margin > 0,fg_ml_home,142,16.181938350200653,2.1665878,147,-10.196196287870407,-9.372363239526749,-1.1417987
stretch,d_l10_win,d_l10_win >= 0.2,tt_away_over,130,14.553959667682648,2.2513552,268,-9.172879159450531,-6.626608222723007,-1.1426923
stretch,st_d_l10,st_d_l10 < 0,tt_away_under,253,4.502231627702713,2.0128345,481,-12.459110468626022,-4.967603087425232,-1.1458852
stretch,d_d5_win,d_d5_win >= 0.2497,fg_ml_away,229,20.718464255332947,2.1137311,252,-15.460459887981415,-9.649055451154709,-1.1469787
late,h_d3_h1t,h_d3_h1t >= 6.116,fg_ml_fav,125,10.07782593369484,2.3159473,140,-11.791877448558807,-6.506665050983429,-1.1489158
postdl,d_d5_atsm,d_d5_atsm <= -6.066,fg_spread_fav,173,13.663120567798615,2.0844667,225,-5.825528502464294,-7.3061443865299225,-1.1503553
gp50,a_adj_def,a_adj_def >= 115.9,fg_total_under,197,10.483860969543457,2.0243323,226,-17.205236852169037,-7.337791472673416,-1.1573341
gp25,h_l5_opp,h_l5_opp >= 123.2,fg_spread_fav,183,10.577395558357239,2.025476,215,-11.213250458240509,-7.586531341075897,-1.1652852
gp25,t60_total_point,t60_total_point <= 217,fg_total_over,179,13.059346377849579,2.5988019,174,-11.114009469747543,-8.481169492006302,-1.1723245
late,a_l5_win,a_l5_win == 0.4,fg_ml_away,166,19.421297311782837,2.1232772,158,-14.856171607971191,-12.671905755996704,-1.1747053
all,st_d_playin_edge,st_d_playin_edge <= -3.5,tt_away_under,405,1.57731045037508,2.540178,806,-10.029315948486328,-3.9386913180351257,-1.1761527
late,st_h_gp,st_h_gp >= 61,fg_total_over,128,2.9119357466697693,2.1147182,159,-11.146125197410583,-8.91142264008522,-1.17757
stretch,h_d3_h1m,h_d3_h1m >= 5.349,fg_total_under,228,14.71291184425354,2.539816,236,-17.484620213508606,-7.308292388916016,-1.1780548
gp25,t24_total_point,t24_total_point >= 237.5,fg_total_under,236,11.638619005680084,2.4532301,173,-15.001896023750305,-8.556599915027618,-1.1790477
gp50,h_d5_h1t,h_d5_h1t > 0,fg_spread_away,464,7.8028567135334015,2.040365,510,-12.766054272651672,-4.995734989643097,-1.1824471
all,h2h_prev_cover_h,h2h_prev_cover_h == 1,fg_ml_away,807,4.6158187091350555,2.002272,791,-9.73736122250557,-5.644790828227997,-1.1885803
all,d_d5_opp,d_d5_opp <= -9.222,fg_ml_away,236,14.901478588581085,2.2733343,245,-14.241041243076324,-10.148470848798752,-1.1892581
gp50,h_streak_ou,h_streak_ou >= 2,fg_total_over,242,7.282771170139313,2.1322856,243,-6.509536504745483,-7.3000468313694,-1.1939607
postdl,d_l10_win,d_l10_win < 0,tt_away_under,199,4.374909400939941,2.0126076,417,-12.282677739858627,-5.576501041650772,-1.1973081
postdl,d_l10_atsm,d_l10_atsm >= 3.2,h1_spread_away,137,12.741099298000336,2.1870725,297,-12.499552965164185,-6.664638966321945,-1.2027191
postdl,a_l3_opp,a_l3_opp <= 108.7,fg_spread_fav,259,10.558079928159714,2.0266786,216,-6.325288116931915,-7.805904000997543,-1.2042109
postdl,d_l10_cover,d_l10_cover <= -0.2,fg_ml_home,230,10.131699591875076,2.4680977,232,-18.125933408737183,-7.719526439905167,-1.2086787
late,a_s2d_gtot,a_s2d_gtot <= 224.4,fg_spread_away,122,18.898306787014008,2.3853443,146,-16.261090338230133,-9.582028537988663,-1.2126706
postdl,st_h_l10,st_h_l10 >= 0.7,tt_away_over,121,15.216027200222015,2.0602572,267,-10.379935801029205,-7.052510976791382,-1.2135834
postdl,h_l10_win,h_l10_win >= 0.7,tt_away_over,121,15.216027200222015,2.0602572,267,-10.379935801029205,-7.052510976791382,-1.2135834
gp25,a_l10_gtot_vs_line,a_l10_gtot_vs_line <= -10,fg_ml_home,178,15.047897398471832,2.6372905,172,-17.930345237255096,-9.513142704963684,-1.216323
stretch,st_d_gb_6,st_d_gb_6 > 0,tt_away_under,286,5.571309477090836,2.331691,533,-12.548193335533142,-5.056685954332352,-1.2278669
gp50,h_l5_win,h_l5_win == 0.8,fg_spread_away,168,13.631892204284668,2.0197132,185,-16.42988473176956,-8.659565448760986,-1.2344662
postdl,h_l10_opp,h_l10_opp >= 119.3,fg_spread_fav,174,15.218579769134521,2.3055537,240,-6.16239532828331,-7.643011212348938,-1.2428612
late,st_d_gb_6,st_d_gb_6 < 0,tt_away_over,140,6.088126823306084,2.0850837,305,-8.47669243812561,-6.751821935176849,-1.2429918
postdl,st_d_l10,st_d_l10 < 0,tt_away_under,199,4.374909400939941,2.0126076,416,-12.523065507411957,-5.816888809204102,-1.2474223
late,a_d5_h1m,a_d5_h1m >= 3.521,fg_spread_fav,121,19.90388035774231,2.7097156,148,-17.44839698076248,-9.801826626062393,-1.249764
postdl,h_l3_gtot_vs_line,h_l3_gtot_vs_line >= 10.83,fg_ml_fav,176,9.669501334428787,2.7202535,198,-5.384613946080208,-5.581644177436829,-1.2562858
gp50,h_l5_over,h_l5_over >= 0.8,fg_ml_home,173,12.358056008815765,2.5969942,179,-20.745080709457397,-9.027642756700516,-1.2587355
gp50,d_l10_atsm,d_l10_atsm >= 3.05,h1_spread_away,153,13.4201779961586,2.2255678,317,-11.97458952665329,-6.754456460475922,-1.2593071
all,a_l10_win,a_l10_win >= 0.8,fg_total_under,250,7.672730088233948,2.0687692,295,-13.932506740093231,-6.9992795586586,-1.2595711
all,h_adj_off,h_adj_off >= 114.8,h1_total_over,363,6.567519158124924,2.2317526,965,-7.333150506019592,-3.870360180735588,-1.2607033
gp50,h_s2d_gtot,h_s2d_gtot <= 225.8,tt_away_over,188,12.202571332454681,2.0598478,284,-9.644956886768341,-7.113413512706757,-1.2624651
postdl,h_l5_over,h_l5_over >= 0.8,fg_ml_home,162,11.911489069461823,2.2751045,179,-19.594216346740723,-9.187809377908707,-1.263615
postdl,a_l3_h1m,a_l3_h1m >= 6,fg_ml_home,177,9.184758365154266,2.0518262,214,-18.823212385177612,-8.416805416345596,-1.2656989
all,d_l5_h1t,d_l5_h1t <= -7.8,fg_total_under,458,5.87448924779892,2.3969424,429,-12.76802271604538,-5.834795534610748,-1.26623
all,h_d5_over,h_d5_over >= 0.1517,fg_ml_home,476,5.861760675907135,2.1134846,438,-13.111764192581177,-6.252019107341766,-1.2692366
mid,st_d_season_frac,st_d_season_frac >= 0.0122,h1_total_under,140,9.124960005283356,2.1905034,302,-12.043210119009018,-7.0211052894592285,-1.2774168
gp25,h_l5_cover,h_l5_cover == 0.2,fg_spread_away,281,9.394272416830063,2.0874379,292,-13.024680316448212,-7.147608697414398,-1.2792513
gp50,st_h_l10,st_h_l10 >= 0.7,tt_away_over,131,15.03024697303772,2.063481,274,-9.888430684804916,-7.356888055801392,-1.2824831
gp50,h_l10_win,h_l10_win >= 0.7,tt_away_over,131,15.03024697303772,2.063481,274,-9.888430684804916,-7.356888055801392,-1.2824831
gp25,a_l5_oum,a_l5_oum >= 4.9,tt_away_over,237,10.475879162549973,2.0087612,531,-8.761662244796753,-5.285046249628067,-1.2825196
gp50,d_d5_atsm,d_d5_atsm <= -6.21,fg_spread_fav,197,13.391527533531189,2.1520894,227,-5.814250558614731,-8.146131783723831,-1.2890986
all,a_s2d_over,a_s2d_over <= 0.4321,fg_total_over,456,8.853522688150406,2.935735,440,-8.014476299285889,-5.870262905955315,-1.2904679
gp50,h_d3_over,h_d3_over <= -0.2024,fg_total_under,201,11.122152209281921,2.1395912,206,-18.4384286403656,-8.57098326086998,-1.290635
all,d_l10_oum,d_l10_oum <= -6.735,h1_spread_dog,170,7.736118882894516,2.177035,435,-8.23637843132019,-5.914517492055893,-1.291465
stretch,h_l10_opp,h_l10_opp >= 119.6,fg_spread_fav,233,13.91366571187973,2.58763,241,-9.720379114151001,-7.974858582019806,-1.297422
gp25,a_l10_h1m,a_l10_h1m <= -6,fg_ml_away,187,28.472667932510376,2.9733632,205,-15.760459005832672,-12.232332676649094,-1.2995248
stretch,h_s2d_atsm,h_s2d_atsm <= -1.571,fg_ml_home,229,10.986698418855667,2.5960243,213,-19.810651242733,-8.779838681221008,-1.3014352
gp50,h_l5_gtot_vs_line,h_l5_gtot_vs_line <= -4.3,fg_total_under,297,7.986243814229965,2.03461,275,-17.354580760002136,-7.4871353805065155,-1.3026303
gp25,h_l5_over,h_l5_over == 0.8,fg_ml_home,271,9.502174705266953,2.3913825,238,-17.08928644657135,-8.672083914279938,-1.3042854
gp25,open_total_point,open_total_point >= 236.5,fg_total_under,364,10.14794260263443,2.7487636,303,-13.654650747776031,-7.209354639053345,-1.3146943
all,a_s2d_own,a_s2d_own <= 109.3,fg_total_over,232,11.096566915512085,2.4519184,277,-9.70502719283104,-7.5608134269714355,-1.318778
gp50,h_l10_margin,h_l10_margin >= 5.4,tt_away_over,127,15.787355601787567,2.122428,289,-9.900494664907455,-7.368952035903931,-1.3192796
stretch,h_l10_opp,h_l10_opp >= 117.6,tt_away_under,145,10.881432890892029,2.3378966,353,-14.169250428676605,-6.677743047475815,-1.3195891
mid,d_d3_oum,d_d3_oum <= -12.04,fg_ml_dog,165,14.585720002651215,2.0527973,165,-11.418933421373367,-16.574013233184814,-1.3203323
postdl,a_d5_atsm,a_d5_atsm <= -4.886,fg_spread_away,175,14.539258182048798,2.1264331,185,-17.411324381828308,-9.300864487886429,-1.3260939
gp25,a_l10_h1m,a_l10_h1m <= -6,fg_ml_dog,187,25.18935203552246,2.4021487,205,-21.928107738494873,-14.499491453170776,-1.3326108
gp25,a_l5_win,a_l5_win >= 0.8,fg_total_under,413,5.8531951159238815,2.013537,405,-12.779626250267029,-6.334330141544342,-1.3354735
gp50,d_d5_margin,d_d5_margin <= -4.737,fg_spread_fav,296,10.925919562578201,2.1933146,319,-4.835660383105278,-7.167541980743408,-1.3445822
gp50,a_l3_opp,a_l3_opp >= 120.7,fg_ml_dog,204,22.030389308929443,2.2489796,256,-35.10296940803528,-12.434618175029755,-1.3469421
veryLate,st_h_l10,st_h_l10 >= 0.7,fg_spread_away,121,16.744664311408997,2.0125246,145,-19.667932391166687,-10.740160197019577,-1.3563972
gp50,pair_l10_gtot_vs_line,pair_l10_gtot_vs_line <= -3.3,fg_ml_home,200,11.020421981811523,2.6180723,206,-20.785722136497498,-9.068284183740616,-1.3564143
late,st_d_win_pct,st_d_win_pct > 0,tt_away_over,141,6.69369250535965,2.1690156,309,-9.058554470539093,-7.333683967590332,-1.3589354
all,st_a_gb_10,st_a_gb_10 <= -9,fg_ml_home,279,12.871278822422028,2.7625241,345,-14.426429569721222,-7.5666844844818115,-1.363328
all,st_d_l10,st_d_l10 <= -0.3,fg_ml_home,524,6.778188049793243,2.4225435,497,-13.173915445804596,-6.3141703605651855,-1.3654623
gp25,d_s2d_atsm,d_s2d_atsm <= -3.77,fg_ml_home,175,19.062592089176178,3.116856,166,-19.312964379787445,-10.895761847496033,-1.3685868
late,h_l3_margin_vs_need,h_l3_margin_vs_need >= 2.333,fg_total_under,183,19.97019499540329,2.02728,211,-15.8429816365242,-9.003926813602448,-1.3702892
gp25,pair_l5_gtot_vs_line,pair_l5_gtot_vs_line >= 4,fg_total_over,524,3.1146423891186714,2.0615704,525,-8.359232544898987,-5.726392567157745,-1.3749226
stretch,open_total_point,open_total_point <= 220.1,fg_total_over,227,6.8084001541137695,2.298946,176,-8.862794190645218,-9.96396392583847,-1.3872343
gp25,a_l5_over,a_l5_over >= 0.8,tt_away_over,163,14.386093616485596,2.1961389,340,-10.620974004268646,-7.14435800909996,-1.3873007
mid,d_gp_prior,d_gp_prior >= 2,fg_total_under,183,8.499552309513092,2.2778878,157,-11.214318126440048,-10.626616328954697,-1.3958174
gp25,pair_l3_oum,pair_l3_oum >= 4.292,tt_away_over,225,13.105307519435883,2.3761673,507,-9.371519088745117,-5.894903093576431,-1.3978114
all,d_d5_win,d_d5_win >= 0.1449,h1_spread_away,327,5.551081150770187,2.0566266,718,-8.161744475364685,-4.988382384181023,-1.3996397
all,a_l10_h1m,a_l10_h1m <= -6,fg_ml_away,234,18.47134828567505,2.675133,257,-15.785472095012665,-11.692901700735092,-1.4033993
gp50,pair_l5_gtot_vs_line,pair_l5_gtot_vs_line <= -4.6,fg_ml_home,202,7.220897823572159,2.133756,162,-22.308041155338287,-10.590603202581406,-1.4047914
gp25,h_l5_over,h_l5_over >= 0.8,fg_ml_home,303,12.185996025800705,2.9701085,279,-17.096154391765594,-8.678951859474182,-1.413286
all,st_a_l10,st_a_l10 >= 0.8,fg_total_under,291,10.215561091899872,2.6864007,347,-14.175108075141907,-7.241880893707275,-1.4134303
late,h2h_prev_cover_h,h2h_prev_cover_h == 1,fg_ml_away,249,20.730338990688324,2.7606544,253,-14.245358109474182,-12.061093002557755,-1.4148335
stretch,d_d5_opp,d_d5_opp <= -4.451,fg_spread_dog,337,4.228636249899864,2.1262941,327,-14.742469787597656,-7.471565902233124,-1.4150009
late,open_total_move,open_total_move <= -2.5,fg_total_over,137,1.731429062783718,2.0422165,129,-14.148496091365814,-11.913793534040451,-1.418032
gp50,st_d_l10,st_d_l10 > 0,fg_ml_away,428,15.18019586801529,2.0238438,414,-19.3729430437088,-9.029452502727509,-1.4181997
gp50,h_l10_opp,h_l10_opp >= 119.5,fg_spread_fav,199,16.103912889957428,2.5640845,223,-6.713707745075226,-9.045588970184326,-1.4187671
gp25,a_l10_atsm,a_l10_atsm >= 3.45,fg_total_under,347,7.285628467798233,2.125202,392,-13.300873339176178,-6.855577230453491,-1.4219822
postdl,h_s2d_atsm,h_s2d_atsm <= -1.428,fg_ml_home,176,15.407535433769226,2.7885218,204,-20.11152356863022,-9.705116599798203,-1.4249252
stretch,st_d_rank,st_d_rank >= 3,tt_away_under,206,6.296643614768982,2.0892186,389,-14.411865174770355,-6.920357793569565,-1.4355723
gp25,h_d3_oum,h_d3_oum <= -9.245,h1_spread_away,188,14.54228013753891,2.524594,286,-10.442161560058594,-8.11469554901123,-1.4369953
all,d_l10_h1m,d_l10_h1m <= -8.74,tt_away_under,121,13.233000040054321,2.7311506,227,-15.160198509693146,-9.069573879241943,-1.4372889
gp50,h_s2d_atsm,h_s2d_atsm <= -1.433,fg_ml_home,201,9.551704674959183,2.4328244,201,-21.455924212932587,-9.738486260175705,-1.4388752
all,a_s2d_win,a_s2d_win >= 0.6341,fg_ml_home,476,9.1900072991848,2.8232694,486,-13.622638583183289,-6.762893497943878,-1.4462252
postdl,h_l10_win,h_l10_win >= 0.6,fg_total_over,370,4.74201925098896,2.0935872,410,-6.398604065179825,-6.839319318532944,-1.4527119
all,h_l5_over,h_l5_over == 0.8,fg_ml_home,351,7.9868219792842865,2.2040493,337,-15.024489164352417,-8.164744079113007,-1.4539274
stretch,pair_l3_oum,pair_l3_oum >= 4.112,tt_away_over,152,14.010417461395264,2.363248,362,-9.844706952571869,-7.298436015844345,-1.4626982
stretch,d_l10_own,d_l10_own <= -6.94,fg_ml_home,229,9.73510593175888,2.42336,196,-21.325111389160156,-10.294298827648163,-1.4637638
gp50,a_l3_h1m,a_l3_h1m >= 5.667,fg_ml_home,215,5.956800282001495,2.0306282,227,-21.039776504039764,-9.322338551282883,-1.4637651
gp25,h_l3_over,h_l3_over == 1,fg_ml_home,195,9.320447593927383,2.00455,179,-19.63980495929718,-11.222602427005768,-1.4637967
gp25,a_l5_margin,a_l5_margin >= 6.92,fg_total_under,347,7.28805735707283,2.125676,395,-13.47658783197403,-7.031291723251343,-1.4639989
